event_id,event_date,fighter_a,fighter_b,winner,method,round
1816,2023-07-15,Ben Marksby,Ricardo Fernandez,,,
1816,2023-07-15,Julian Vogel,Mykyta Alistratov,,,
1816,2023-07-15,Belen Valdebenito,Chloe Watson,,,
1816,2023-07-15,Jan Czerklewicz,Lukasz Plawecki,,,
1816,2023-07-15,Arblin Kaba,Sandor Martin,,,
1816,2023-07-15,Chloe Watson,Laura Belen Valdebenito,,,
1816,2023-07-15,Liam Dillon,Qais Ashfaq,,,
1816,2023-07-15,Franklin Ignatius,Steve Robinson,,,
1816,2023-07-15,Ivan Garcia Balderas,Luis Cerrito Hernandez,,,
1816,2023-07-15,Junior Leandro Zarate,Rodrigo Ramirez,,,
1816,2023-07-15,Aaron Silva,Hassam Valenzuela,,,
1816,2023-07-15,Angelo Snow,Jermarco Holloway,,,
1816,2023-07-15,Gabriel Smith,Joshua James Pagan,,,
1816,2023-07-15,Jose Perez,Justin Cardona,,,
1816,2023-07-15,Ally Mwerangi,Rafael Espinoza,,,
1816,2023-07-15,Quinton Randall,Willie Jones,,,
1816,2023-07-15,Alan Picasso Romero,Sabelo Ngebinyana,,,
1816,2023-07-15,Isaac Munoz Gutierrez,Jermaine Franklin Jr,,,
1816,2023-07-15,Elvis Rodriguez,Viktor Postol,,,
1816,2023-07-15,Gabriel Alberto Corzo,Josh Kelly,,,
1816,2023-07-15,George Kambosos Jr,Maxi Hughes,,,
1840,2023-07-16,Carlos Mujica,Jarico O'Quinn,,,
1840,2023-07-16,Andy Cruz,Juan Carlos Burgos,,,
1840,2023-07-16,Alycia Baumgardner,Christina Linardatou,,,
1840,2023-07-16,Artem Harutyunyan,Frank Martin,,,
1860,2023-07-19,Ankush Hooda,Isaias Sette,,,
1860,2023-07-19,Jack Brubaker,Troy O Rmeley,,,
1860,2023-07-19,Miles Zalewski,Youssef Dib,,,
1860,2023-07-19,Paulo Aokuso,Renold Quinlan,,,
1861,2023-07-21,Isaac Lowe,Jonathan Santana,,,
1861,2023-07-21,Kostiantyn Dovbyshchenko,Matty Harris,,,
1861,2023-07-21,John Carter,Sultan Zaurbek,,,
1861,2023-07-21,Harlem Eubank,Ishmael Ellis,,,
1861,2023-07-21,Erik Robles Ayala,Lee McGregor,,,
1861,2023-07-21,David Jimenez,Rosendo Hugo Guarneros,,,
1861,2023-07-21,Amilcar Vidal,Domicio Rondon,,,
1861,2023-07-21,Edy Valencia Mercado,George Acosta,,,
1859,2023-07-22,Alfred Lamptey,Richard Pumicpic,,,
1859,2023-07-22,Arnold Khegai,Freddy Lainez,,,
1859,2023-07-22,Donnie Nietes,Muhammad Waseem,,,
1859,2023-07-22,Hector Andres Sosa,James Dickens,,,
1859,2023-07-22,Antonio Guzman,Mirco Cuello,,,
1859,2023-07-22,Michael Pirotton,Roney Hines,,,
1859,2023-07-22,Kevin Salgado Zambrano,Robert Garcia,,,
1859,2023-07-22,Joseph Goodall,Stephan Shaw,,,
1859,2023-07-22,Jeremiah Milton,Willie Harvey,,,
1859,2023-07-22,Patrick Allotey,Serhii Bohachuk,,,
1859,2023-07-22,Antonio Todd,Troy Isley,,,
1859,2023-07-22,Erick Bone,Giovanni Santillan,,,
1832,2023-07-23,Francesco Patera,Keyshawn Davis,,,
1832,2023-07-23,George Kambosos Jr,Maxi Hughes,,,
1797,2023-07-25,Chihiro Iwashita,Hiroyuki Takahara,,,
1797,2023-07-25,Ronnie Baldonado,Yoshiki Takei,,,
1797,2023-07-25,Robeisy Ramirez,Satoshi Shimizu,,,
1797,2023-07-25,Naoya Inoue,Stephen Fulton,,,
1851,2023-07-26,Annie Thatcher,Ella Boot,,,
1851,2023-07-26,Millicent Agboegbulen,Tayla Harris,,,
1851,2023-07-26,Daniel Aduku,Darrelle Valsaint,,,
1851,2023-07-26,Mohamed Mimoune,Steven Galeano,,,
1851,2023-07-26,Orlando Gonzalez-Ruiz,Ramiro Cesena,,,
1865,2023-07-28,Dante Benjamin,William Langston,,,
1865,2023-07-28,Abraham Nova,Jonathan Romero,,,
1865,2023-07-28,Cesar Francis,Rohan Polanco,,,
1865,2023-07-28,Carlos Balderas,Nahir Albright,,,
1865,2023-07-28,Andres Cortes,Xavier Martinez,,,
1845,2023-07-29,Leonela Paola Yudica,Seniesa Estrada,,,
1845,2023-07-29,Ben Fail,Serge Ambomo,,,
1845,2023-07-29,Jayro Duran,Macauley Owen,,,
1845,2023-07-29,Owen Cooper,Robin Zamora,,,
1845,2023-07-29,Ammar Akbar,Georgi Velichkov,,,
1845,2023-07-29,Eithan James,James Moorcroft,,,
1845,2023-07-29,Kevin Nicolas Espindola,Moses Itauma,,,
1845,2023-07-29,Aston Palicte,Jose Salas,,,
1845,2023-07-29,Cecilia Nino Rodriguez,Tania Enriquez,,,
1845,2023-07-29,Jason Cunningham,Liam Davies,,,
1845,2023-07-29,Rowdy Legend Montgomery,Steven Nelson,,,
1845,2023-07-29,Aston Palicte,Jose Reyes,,,
1845,2023-07-29,Brayan de Gracia,Edward Vazquez,,,
1845,2023-07-29,Juan Carlos Parra,Yory Boy Campas,,,
1844,2023-07-30,Andre August,Brandon Martin,,,
1844,2023-07-30,Joshua Temple,Milton Nunez,,,
1844,2023-07-30,Sergio Garcia,Yoenis Tellez,,,
1844,2023-07-30,Brian Damian Chaves,Vaughn Alexander,,,
1844,2023-07-30,Alejandro Santiago,Nonito Donaire,,,
1844,2023-07-30,Giovanni Cabrera,Isaac Cruz,,,
1844,2023-07-30,Errol Spence Jr,Terence Crawford,,,
1805,2023-08-04,Alejandro Moya,Sean McComb,,,
1805,2023-08-04,Padraig McCrory,Steed Woodall,,,
1805,2023-08-04,Andre Rodriguez,Haven Brady Jr.,,,
1805,2023-08-04,Edwin Rodriguez,Gabriel Muratella,,,
1805,2023-08-04,Estivan Falcao,James Bernadin,,,
1805,2023-08-04,Guido Emmanuel Schramm,Paul Kroll,,,
1805,2023-08-04,Jake Paul,Nate Diaz,,,
1870,2023-08-05,Miranda Barber,Oshae Jones,,,
1870,2023-08-05,Alberto Mosquera,Derrieck Cuevas,,,
1870,2023-08-05,Eridson Garcia,Jordan White,,,
1870,2023-08-05,Elijah Pierce,Mike Plania,,,
1870,2023-08-05,Kenichi Horikawa,Masataka Taniguchi,,,
1870,2023-08-05,Monserrat Alarcon,Yuko Kuroki,,,
1870,2023-08-05,Goki Kobayashi,Jake Amparo,,,
1870,2023-08-05,Elia Justi,Samuli Karkkainen,,,
1870,2023-08-05,Mika Mielonen,Robert Helenius,,,
1870,2023-08-05,Nadjib Mohammedi,Robin Krasniqi,,,
1870,2023-08-05,Dominique Crowder,Kenny Demecillo,,,
1870,2023-08-05,Alan Sanchez,Angel Beltran Villa,,,
1870,2023-08-05,Ashton Sylve,William Silva,,,
1867,2023-08-06,Chris Avila,Jeremy Stephens,,,
1867,2023-08-06,Olivia Curry,Shadasia Green,,,
1867,2023-08-06,Amanda Serrano,Heather Hardy,,,
1867,2023-08-06,Jake Paul,Nate Diaz,,,
1873,2023-08-09,Blake Wells,Tej Pratrap Singh,,,
1873,2023-08-09,Issac Hardman,Kazuki Kyohara,,,
1873,2023-08-09,Otar Eranosyan,Roger Gutierrez,,,
1877,2023-08-11,Christian Medina Jimenez,Ryosuke Nishida,,,
1841,2023-08-12,Brandon Scott,Louis Norman,,,
1841,2023-08-12,Bas Oosterweghel,George Liddard,,,
1841,2023-08-12,Gemma Ruegg,Maisey Rose Courtney,,,
1841,2023-08-12,Campbell Hatton,Tom Ansell,,,
1841,2023-08-12,Harry Armstrong,Johnny Fisher,,,
1841,2023-08-12,Demsey McKean,Filip Hrgovic,,,
1841,2023-08-12,Derek Chisora,Gerald Washington,,,
1841,2023-08-12,Elio Heraldo Trosch,Jesse Hart,,,
1841,2023-08-12,Anthony Joshua,Robert Helenius,,,
1841,2023-08-12,Jonathan Lopez Marcano,Michael Angeletti,,,
1841,2023-08-12,Jose Benavidez Jr,Sladan Janjanin,,,
1841,2023-08-12,Adrian Taylor,Marcus Browne,,,
1841,2023-08-12,Isaiah Wise,Javier Martinez,,,
1841,2023-08-12,Antonio Mireles,Dajuan Calloway,,,
1841,2023-08-12,Richard Torrez Jr,Willie Jake Jr,,,
1841,2023-08-12,Jair Valtierra,Lindolfo Delgado,,,
1824,2023-08-13,Emiliano Vargas,Jorge Luis Marquez Alvarado,,,
1824,2023-08-13,Gabriel Maestre,Travon Marshall,,,
1824,2023-08-13,Gary Antuanne Russell,Kent Cruz,,,
1824,2023-08-13,Diego Torres Nunez,Raymond Muratalla,,,
1824,2023-08-13,Emmanuel Rodriguez,Melvin Lopez,,,
1824,2023-08-13,Emanuel Navarrete,Oscar Valdez,,,
1868,2023-08-18,Khalid Ali,Nikola Stoyanov,,,
1868,2023-08-18,Kevin Trana,Umar Khan,,,
1868,2023-08-18,Lila Dos Santos Furtado,Raven Chapman,,,
1868,2023-08-18,Juan Jesus Antunez,Ryan Garner,,,
1868,2023-08-18,Nathaniel Collins,Raza Hamza,,,
1868,2023-08-18,Gustavo Daniel Lemos,Javier Jose Clavero,,,
1868,2023-08-18,Dennis McCann,Ionut Baluta,,,
1868,2023-08-18,Elijah Fores,Elijah Williams,,,
1868,2023-08-18,Javon Campbell,Lorenzo Parra,,,
1868,2023-08-18,Money Powell IV,Shawn McCalman,,,
1868,2023-08-18,Kurt Scoby,Narciso Carmona,,,
1843,2023-08-19,Damian Lescaille,Hugo Noriega,,,
1843,2023-08-19,Aaron Bowen,Wilmer Baron,,,
1843,2023-08-19,Jordan Flynn,Kane Baker,,,
1843,2023-08-19,Alessandro Fersula,Khaleel Majid,,,
1843,2023-08-19,Chris Thompson,Solomon Dacres,,,
1843,2023-08-19,Conah Walker,Cyrus Pattinson,,,
1843,2023-08-19,Galal Yafai,Tommy Frank,,,
1825,2023-08-20,Artur Beterbiev,Callum Smith,,,
1887,2023-08-23,Benjamin Hussain,Koen Mazoudier,,,
1887,2023-08-23,Kiki Toa Leutele,Toese Vou Siutu,,,
1887,2023-08-23,Carlos Maria Alanis,Liam Wilson,,,
1887,2023-08-23,Jack Brubaker,Nikita Tszyu,,,
1887,2023-08-23,Leonardo Ruiz,Raul Garcia,,,
1887,2023-08-23,Johan Gonzalez,Ricardo Ruben Villalba,,,
1887,2023-08-23,Eduardo Estela,Justin Pauldo,,,
1889,2023-08-25,Abel Gonzalez,Robert Magee,,,
1889,2023-08-25,Andreas Katzourakis,Raphael Igbokwe,,,
1889,2023-08-25,Lorenzo Simpson,Vladimir Hernandez,,,
1842,2023-08-26,Nawaphon Kaikanha,Vincent Astrolabio,,,
1842,2023-08-26,Aro Schwartz,Daniel Lapin,,,
1842,2023-08-26,Rafal Wolczecki,Roberto Arriaza,,,
1842,2023-08-26,Anauel Ngamissengue,Fiodor Czerkaszyn,,,
1842,2023-08-26,Dmytro Mytrofanov,Hamzah Sheeraz,,,
1842,2023-08-26,Anthony Yigit,Denys Berinchyk,,,
1842,2023-08-26,Daniel Dubois,Oleksandr Usyk,Oleksandr Usyk,ko,9
1842,2023-08-26,Abdullah Mason,Cesar Villarraga,,,
1842,2023-08-26,Ablaikhan Zhussupov,Wiston Campos,,,
1842,2023-08-26,Gor Yeritsyan,Rogelio Jun Doliguez,,,
1842,2023-08-26,Craig Lewis,Jeremiah Milton,,,
1842,2023-08-26,Nico Ali Walsh,Sona Akale,,,
1842,2023-08-26,Charley Suarez,Yohan Vasquez,,,
1842,2023-08-26,Callum Walsh,Juan Jose Velasco,,,
1842,2023-08-26,Angel Antonio Contreras,Bruce Carrington,,,
1842,2023-08-26,Bakhodir Jalolov,Onoriode Ehwarieme,,,
1863,2023-08-27,Garen Diagan,Oscar Collazo,,,
1863,2023-08-27,Efe Ajagba,Zhan Kossobutskiy,,,
1863,2023-08-27,Andrii Rudenko,Jared Anderson,,,
1891,2023-08-30,Keisuke Matsumoto,Ridwan Oyekola,,,
1890,2023-09-01,Dina Thorslund,Yuliahn Luna Avila,,,
1890,2023-09-01,Ricky Burns,Willie Limond,,,
1890,2023-09-01,Mason Cartwright,Samuel Antwi,,,
1890,2023-09-01,Braian Nahuel Suarez,Lyndon Arthur,,,
1862,2023-09-02,Hiroya Nojima,Shoki Sakai,,,
1862,2023-09-02,Kevin Luis Munoz,Ricardo Malajika,,,
1862,2023-09-02,Przemyslaw Zysk,Roarke Knapp,,,
1862,2023-09-02,Christian Lopez Flores,Frankie Stringer,,,
1862,2023-09-02,Lauren Price,Lolita Muzeya,,,
1862,2023-09-02,Brandon Thysse,Shervantaigh Koopman,,,
1862,2023-09-02,Dylan Moran,Florian Marku,,,
1862,2023-09-02,Mikaela Mayer,Silvia Bortot,,,
1862,2023-09-02,Jack Cullen,Mark Heffron,,,
1862,2023-09-02,David Allen,Frazer Clarke,,,
1862,2023-09-02,Adam Azim,Aram Faniian,,,
1862,2023-09-02,Chris Eubank Jr,Liam Smith,,,
1892,2023-09-03,Jose Velasquez,Shingo Wake,,,
1894,2023-09-06,Frank Gonzalez,Jonas Sultan,,,
1894,2023-09-06,Mickey Ellison,Radivoje Kalajdzic,,,
1894,2023-09-06,Misael Lopez,William Foster III,,,
1897,2023-09-07,Grant Flores,Jaleik Bogle,,,
1897,2023-09-07,Jerson Ortiz,Manuel Flores,,,
1897,2023-09-07,Courtney Pennington,Raul Curiel,,,
1896,2023-09-08,Jay McFarlane,Mohammad Saleem,,,
1896,2023-09-08,Alexandre Gaumont,Ulices Tovar Rivera,,,
1896,2023-09-08,Christian Mbilli,Demond Nicholson,,,
1896,2023-09-08,Carlos Sanchez,Steve Claggett,,,
1895,2023-09-09,Akira Hoshuyama,Kento Hatanaka,,,
1895,2023-09-09,Benjamin Kelleher,Luke Modini,,,
1895,2023-09-09,Floyd Masson,Yves Ngabu,,,
1895,2023-09-09,Andres Campos,Bienvenido Ligas,,,
1895,2023-09-09,German Valenzuela,Junior Zarate,,,
1895,2023-09-09,Luis Vidales Gutierrez,Sukhdeep Singh Bhatti,,,
1884,2023-09-10,Axel Peralta,Ruben Nestor Neri Munoz,,,
1884,2023-09-10,Eduardo Leonel Rodriguez,Isaac Lucero,,,
1884,2023-09-10,Ibeth Zamora Silva,Kenia Enriquez,,,
1900,2023-09-13,Brandon Grach,Johan Linde,,,
1900,2023-09-13,Jackson Murray,Louis Marsters,,,
1900,2023-09-13,Albert Nolan,Vegas Larfield,,,
1900,2023-09-13,Cody Beekin,Joel Pavlides,,,
1900,2023-09-13,Dylan Biggs,Ryan Mitchem,,,
1874,2023-09-15,Asinia Byfield,Kieran Gething,,,
1874,2023-09-15,Delante Johnson,Ricardo Quiroz,,,
1874,2023-09-15,Antonio Moran,Jamaine Ortiz,,,
1874,2023-09-15,Ricardo Quiroz,Tiger Johnson,,,
1874,2023-09-15,Brandon Valdes,Ruben Villa,,,
1874,2023-09-15,Christian Olivo Barreda,Kevin Barron Crespo,,,
1874,2023-09-15,Freudis Rojas,Saul Bustos,,,
1874,2023-09-15,Colby Madison,Joey Dawejko,,,
1874,2023-09-15,Humberto Galindo,Robson Conceicao,,,
1874,2023-09-15,Mirco Cuello,Rudy Garcia,,,
1874,2023-09-15,Rafael Pedroza,Ramon Cardenas,,,
1874,2023-09-15,Julio Luna,Omar Aguilar,,,
1866,2023-09-16,Sabrina Maribel Perez,Skye Nicolson,,,
1866,2023-09-16,Erika Cruz Hernandez,Melissa Oddessa Parker,,,
1866,2023-09-16,Angel Fierro,Brayan Zamarripa Rodriguez,,,
1866,2023-09-16,Roberto Valenzuela Jr,Xander Zayas,,,
1866,2023-09-16,Alejandro Guardado,Emiliano Vargas,,,
1866,2023-09-16,Joet Gonzalez,Luis Alberto Lopez,,,
1866,2023-09-16,Alejandro Reyes,Roberto Gomez,,,
1866,2023-09-16,Eric Priest,Simon Madsen,,,
1848,2023-09-17,Jorge Sevilla Acosta,Zamig Atakishiyev,,,
1848,2023-09-17,Maria Santizo,Yokasta Valle,,,
1848,2023-09-17,Edwin Palomares,Victor Morales,,,
1848,2023-09-17,Mercito Gesta,William Zepeda,,,
1864,2023-09-18,Luis Guzman,Tenshin Nasukawa,,,
1864,2023-09-18,Anthony Olascuaga,Giemel Magramo,,,
1864,2023-09-18,Argi Cortes,Junto Nakatani,,,
1864,2023-09-18,Hekkie Budler,Kenshiro Teraji,,,
1904,2023-09-20,David Martinez,Ismael Villarreal,,,
1904,2023-09-20,Clay Waterman,Kareem Hackett,,,
1904,2023-09-20,Batyrzhan Jukembayev,Hugo Alberto Roldan,,,
1905,2023-09-22,Esteban Ibarra,Jose Angel Amaro,,,
1905,2023-09-22,Suzumi Takayama,Tsubasa Murachi,,,
1846,2023-09-23,Albert Ramirez,Gilbert Castillo,,,
1846,2023-09-23,Aloys Youmbi,Erik Nazaryan,,,
1846,2023-09-23,Denis Denikajev,Sajid Abid,,,
1846,2023-09-23,Brad Pauls,Mitchell Frearson,,,
1846,2023-09-23,Ezra Taylor,Joel McIntyre,,,
1846,2023-09-23,Engel Gomez,Royston Barney-Smith,,,
1846,2023-09-23,Aloys Junior,Erik Nazaryan,,,
1846,2023-09-23,Aaron Prospere,Yaser Al Ghena,,,
1846,2023-09-23,Konstantyn Dovbyschenko,Tom Schwarz,,,
1846,2023-09-23,Khalid Graidia,Zach Parker,,,
1846,2023-09-23,Kane Gardner,Pierce O'Leary,,,
1846,2023-09-23,Amine Boucetta,Moses Itauma,,,
1846,2023-09-23,Anthony Yarde,Jorge Silva,,,
1846,2023-09-23,Kenmon Evans,Khalil Coe,,,
1846,2023-09-23,Joe Joyce,Zhilei Zhang,,,
1846,2023-09-23,Mohamed Soumaoro,Orestes Velazquez,,,
1846,2023-09-23,Austin Williams,Steve Rolls,,,
1846,2023-09-23,Conor Benn,Rodolfo Orozco,,,
1882,2023-09-24,Jessica McCaskill,Sandy Ryan,,,
1882,2023-09-24,Jose Zepeda,Richardson Hitchins,,,
1782,2023-09-30,Maisey Rose Courtney,Martina Bernile,,,
1782,2023-09-30,Shannon Ryan,Xenia Jorneac,,,
1782,2023-09-30,George Liddard,Peter Kramer,,,
1782,2023-09-30,Darren Tetley,Stephen McKenna,,,
1782,2023-09-30,Francesca Hennessy,Sonia Klos,,,
1782,2023-09-30,Rostam Ibrahim,Serhat Guler,,,
1782,2023-09-30,Ellie Scotney,Laura Soledad Griffa,,,
1782,2023-09-30,Callum Simpson,Jose de Jesus Macias,,,
1782,2023-09-30,Katharina Thanderz,Rhiannon Dixon,,,
1782,2023-09-30,Igor Macedo,Jeamie Tshikeva,,,
1782,2023-09-30,Murat Gassiev,Otto Wallin,Otto Wallin,decision_split,12
1782,2023-09-30,Bartlomiej Stryczek,Jimmy Sains,,,
1782,2023-09-30,Cheavon Clarke,Vasil Ducar,,,
1782,2023-09-30,Nathan Quarless,Viddal Riley,,,
1782,2023-09-30,Abilkhan Amankul,Joeshon James,,,
1782,2023-09-30,Abimbola Osundairo,Bek Nurmaganbet,,,
1782,2023-09-30,Jai Opetaia,Jordan Thompson,Jai Opetaia,tko,4
1782,2023-09-30,Caroline Dubois,Magali Rodriguez,,,
1782,2023-09-30,Gabriel Gollaz Valenzuela,Yeis Gabriel Solano,,,
1782,2023-09-30,Keandre Leatherwood,Terrell Gausha,,,
1782,2023-09-30,Isaac Rodrigues,Oleksandr Gvozdyk,,,
1782,2023-09-30,Frank Sanchez,Scott Alexander,,,
1782,2023-09-30,Prince Dzanie,Sulaiman Segawa,,,
1782,2023-09-30,Carolyn Redmond,Jennifer Williams,,,
1782,2023-09-30,John Michael Bianco,Samuel Moses,,,
1782,2023-09-30,Alante Green,Ryan Rozicki,,,
1852,2023-10-01,Armando Resendiz,Elijah Garcia,,,
1852,2023-10-01,Elijah Garcia,Jose Armando Resendiz,,,
1852,2023-10-01,Mario Barrios,Yordenis Ugas,,,
1852,2023-10-01,Erickson Lubin,Jesus Alejandro Ramos Jr,,,
1852,2023-10-01,Jermell Charlo,Saul Alvarez,,,
1915,2023-10-04,Jose Nunez,Omar Salcido Gamez,,,
1915,2023-10-04,Pablo Cesar Cano,Zachary Ochoa,,,
1916,2023-10-06,Adam Mbega,Chris Bourke,,,
1916,2023-10-06,Martin McDonagh,Reece Mould,,,
1916,2023-10-06,George Davey,Joshua Frankham,,,
1916,2023-10-06,Marc Leach,Masood Abdulah,,,
1916,2023-10-06,Angel Emilov,Carl Fail,,,
1916,2023-10-06,Dmytro Fedas,Karol Itauma,,,
1916,2023-10-06,Ellis Zorro,Luca d'Ortenzi,,,
1872,2023-10-07,Daniel Valladares,Ginjiro Shigeoka,,,
1872,2023-10-07,Lerato Dlamini,Tomoki Kameda,,,
1872,2023-10-07,Panya Pradabsri,Yudai Shigeoka,,,
1872,2023-10-07,Marcela Eliana Acuna,Sarah Mahfoud,,,
1872,2023-10-07,Johnny Muller,Kem Ljungquist,,,
1872,2023-10-07,Francisco Rodriguez,Koby McNamara,,,
1872,2023-10-07,Nico Leivars,Ryan Walker,,,
1872,2023-10-07,Cameron Vuong,Engel Gomez,,,
1872,2023-10-07,Haro Matevosyan,Mirko Natalizi,,,
1872,2023-10-07,Marten Arsumanjan,Thomas Piccirillo,,,
1872,2023-10-07,Corey McCulloch,Junaid Bostan,,,
1872,2023-10-07,Connor Coghill,Hopey Price,,,
1872,2023-10-07,Artur Reis,Osleys Iglesias,,,
1872,2023-10-07,Milosav Savic,Roman Fress,,,
1872,2023-10-07,Kieron Conway,Linus Udofia,,,
1872,2023-10-07,Cecilia Braekhus,Terri Harper,,,
1872,2023-10-07,Josh Warrington,Leigh Wood,,,
1872,2023-10-07,Mazlum Akdeniz,Sebastien Bouchard,,,
1872,2023-10-07,Evelin Nazarena Bermudez,Kim Clavel,,,
1872,2023-10-07,Jahyae Brown,Victor Toney,,,
1872,2023-10-07,Oscar Soto Quintana,Terry Osias,,,
1872,2023-10-07,Eric Tudor,Jose Sanchez,,,
1911,2023-10-08,Alantez Fox,Bektemir Melikuziev,,,
1911,2023-10-08,Gilberto Ramirez,Joe Smith Jr,,,
1920,2023-10-11,Estrella Valverde,Leila Beaudoin,,,
1920,2023-10-11,Christopher Guerrero,Jose Lopez,,,
1920,2023-10-11,Erik Bazinyan,Ronald Ellis,,,
1920,2023-10-11,Femke Hermans,Mary Spencer,,,
1921,2023-10-12,Rv Deniega,Saul Sanchez,,,
1921,2023-10-12,Kai Ishizawa,Vince Paras,,,
1921,2023-10-12,Takeshi Inoue,Thiranan Matsali,,,
1921,2023-10-12,John Riel Casimero,Yukinori Oguni,,,
1921,2023-10-12,Froilan Saludar,Keita Kurihara,,,
1880,2023-10-13,Hayato Tsutsumi,Luis Moncion Ventura,,,
1880,2023-10-13,David Cuellar Contreras,Luis Concepcion,,,
1880,2023-10-13,Hector Escobar,Israel Rodriguez Picazo,,,
1876,2023-10-14,Milan Prat,Slawa Spomer,,,
1876,2023-10-14,Anthony Taylor,Kenny Ojuederie,,,
1876,2023-10-14,Nurideen Shabazz,Walid Muhsein,,,
1876,2023-10-14,Salt Papi,Slim Albaher,,,
1876,2023-10-14,Dillon Danis,Logan Paul,,,
1876,2023-10-14,Kelvin Davis,Narciso Carmona,,,
1876,2023-10-14,Duke Ragan,Jose Perez,,,
1876,2023-10-14,Ksi,Tommy Fury,,,
1876,2023-10-14,Danvers Cuschieri,Hassan Hamdan,,,
1876,2023-10-14,Sergei Vorobev,Wade Ryan,,,
1876,2023-10-14,Curtis Harper,Guido Vianello,,,
1876,2023-10-14,Angel Ayala Lardizabal,Felix Alvarado,,,
1876,2023-10-14,Diego Alberto Ruiz,Miguel Berchelt,,,
1876,2023-10-14,Richard Torrez Jr,Tyrrell Herndon,,,
1876,2023-10-14,Jackson Jon England,Nathaniel May,,,
1886,2023-10-15,Richard Torrez Jr,Tyrrell Anthony,,,
1886,2023-10-15,Miguel Flores,Sam Goodman,,,
1886,2023-10-15,Keyshawn Davis,Nahir Albright,,,
1886,2023-10-15,Janibek Alimkhanuly,Vincenzo Gualtieri,,,
1886,2023-10-15,Vincenzo Gualtieri,Zhanibek Alimkhanuly,,,
1886,2023-10-15,Brian Mendoza,Tim Tszyu,,,
1926,2023-10-18,Khaineel Wheeler,Najee Lopez,,,
1926,2023-10-18,Cesar Mateo Tapia,Eric Robles,,,
1926,2023-10-18,Brandon Glanton,Carlos Fromenta,,,
1926,2023-10-18,Darrelle Valsaint,Diego Allan Ferreira Iablonski,,,
1925,2023-10-20,Ijaz Ahmed,Marcel Braithwaite,,,
1875,2023-10-21,Owen Kirk,Paddy Lacey,,,
1875,2023-10-21,Campbell Hatton,Jamie Sampson,,,
1875,2023-10-21,Jose Sanmartin,Shabaz Masoud,,,
1875,2023-10-21,Khaleel Majid,Tom Farrell,,,
1875,2023-10-21,Karriss Artingstall,Vanessa Bradford,,,
1875,2023-10-21,Aqib Fiaz,Reece Bellotti,,,
1875,2023-10-21,Edin Puhalo,Firat Arslan,,,
1875,2023-10-21,Joe Laws,Michael Hennessy Jr,,,
1875,2023-10-21,Fran Mendoza,Peter McGrail,,,
1875,2023-10-21,Adam Yahaya,Jack Turner,,,
1875,2023-10-21,Louis Greene,Sam Gilley,,,
1875,2023-10-21,Jimmy First,Lewis Sylvester,,,
1875,2023-10-21,Isaac Chamberlain,Mikael Lawal,,,
1875,2023-10-21,Jack Catterall,Jorge Linares,,,
1875,2023-10-21,Claudio Gabriel Daneff,Luis Torres Valenzuela,,,
1875,2023-10-21,Ricardo Rafael Sandoval,Victor Efrain Sandoval,,,
1893,2023-10-22,Joseph Diaz,Richard Medina,,,
1893,2023-10-22,David Stevens,Joeshon James,,,
1893,2023-10-22,Arely Mucino,Gabriela Fundora,,,
1893,2023-10-22,John Ramirez,Ronal Batista,,,
1893,2023-10-22,Alexis Rocha,Giovanni Santillan,,,
1917,2023-10-27,Michael Magnesi,Nike Theran,,,
1917,2023-10-27,River Wilson Bent,Ryan Kelly,,,
1917,2023-10-27,Angel Chaves,Sladan Janjanin,,,
1917,2023-10-27,Dayan Depestre,Euri Cedeno,,,
1917,2023-10-27,Damazion Vanhouter,Nafys Anas,,,
1917,2023-10-27,Damian Lescaille,Ray Barlow,,,
1917,2023-10-27,Gerardo Zapata,Jonathan Gonzalez,,,
1858,2023-10-28,Amanda Serrano,Danila Ramos,,,
1858,2023-10-28,Emre Cukur,Simon Zachenhuber,,,
1858,2023-10-28,Laura Ledezma,Nina Meinke,,,
1858,2023-10-28,Karen Chukhadzhian,Pietro Rossetti,,,
1858,2023-10-28,Carlos Takam,Martin Bakole,,,
1858,2023-10-28,Jean Jacques Olivier,Leon Harth,,,
1858,2023-10-28,Istvan Bernath,Moses Itauma,,,
1858,2023-10-28,Arslanbek Makhmudov,Junior Anthony Wright,,,
1858,2023-10-28,Joseph Parker,Simon Kean,,,
1858,2023-10-28,David Adeleye,Fabio Wardley,Fabio Wardley,tko,7
1858,2023-10-28,Francis Ngannou,Tyson Fury,,,
1858,2023-10-28,Eduardo Nunez,Oscar Escandon,,,
1858,2023-10-28,Andrew Tabiti,Justis Huni,,,
1858,2023-10-28,Eduardo Hernandez,O'Shaquie Foster,,,
1927,2023-10-31,Japhethlee Llamido,Tj Doheny,,,
1927,2023-10-31,Toshiki Shimomachi,Toshiya Ishii,,,
1927,2023-10-31,Jordy Weiss,Meriton Karaxha,,,
1927,2023-10-31,Jon Miguez,Jordy Weiss,,,
1929,2023-11-01,Luis Rodriguez Fernando,Sanny Duversonne,,,
1929,2023-11-01,Angelo Leo,Nicolas Polanco,,,
1929,2023-11-01,Alberto Palmetta,Janelson Bocachica,,,
1930,2023-11-03,Dee Allen,Marine Beauchamp,,,
1930,2023-11-03,Levi Giles,Razaq Najib,,,
1903,2023-11-04,Charlemagne Metonyekpon,Walid Ouizza,,,
1903,2023-11-04,Isaias Lucero,Souleymane Cissokho,,,
